,AKRN,AMEZ,AVAN,AVAZ,BSPB,CHMF,CLSB,CLSBP,ELTZ,IGSTP,IRKT,ISKJ,KBSB,KROTP,KUBE,LNTA,LNZLP,MAGE,MAGEP,MFGS,MRKC,MRKP,MRKU,MRKZ,MVID,NFAZ,NKHP,NNSB,PHOR,PLSM,RASP,RKKE,ROLO,ROST,RTKM,SAGOP,SBERP,SIBG,SIBN,SNGS,SNGSP,TNSE,URKZ,UTAR,UWGN,VGSBP,VRSBP,VSMO,VTRS,YNDX
2017-03-23 19:00:00,0.005390848634876377,-0.016775789504837046,-0.010362787035546717,0.0,0.011578670460545837,-0.01421025838782608,-0.05232581900173994,-0.02227263560912318,-0.003154576748515936,0.0,0.0,0.006872879287762146,0.0,0.0,-0.002171553513507618,0.0025094116054260596,0.0,-0.009950330853167877,-0.009132483563272564,-0.041473248206575164,0.0063251317769688065,-0.006986373287980019,0.00643089033029054,0.02694463524345192,-0.004973181300830909,0.032789822822991255,0.005730674708985362,0.0,-0.0004158868847632391,0.057854792698174284,0.032767893238884405,-0.01553094203087646,0.026248226074936376,-0.009838449000287852,-0.0006420545966951963,0.0,0.010130505813860324,0.0,0.003013563305263922,-0.017610518008635445,-0.018558917352454962,0.0,0.013371736965888559,0.0,0.00552996800946115,0.0,0.0,0.002145156346388788,-0.03428907347863215,-0.002326484182343158
2017-03-24 19:00:00,-0.018083675433294033,0.001877934824199956,0.0,0.014815085785140347,0.02650666356332909,0.0006062443350272062,0.14941694317705934,0.16947665030548498,0.04176941287629532,-0.12106267590673969,0.0,0.027028672387919173,0.0,-0.009195467093100262,-0.004357305368955622,-0.011342276603934387,-0.03148213827035207,0.0,0.03160533941533106,0.009724549891995338,0.010037725433511224,0.024552697005879143,0.0,0.022245608947319973,-0.0007875049626040465,0.0,-0.011494379425735168,0.0,-0.008773818556356616,-0.03308572458576542,-0.027344151129522487,0.017241806434507012,0.010309369658861312,-0.024304269926049393,-0.004505961920705737,0.04130380614123563,-0.011253560640706262,-0.018237587549780943,0.00550138921888621,-0.004239090705766557,-0.006464729723698159,0.025807883955872413,0.02065801162042291,0.0030105391528714165,-0.00552996800946115,-0.04000533461369901,-0.1240526486699789,0.006407996295330065,-0.07232066157962605,-0.005840001024719044
2017-03-27 19:00:00,0.0006080875833465171,-0.04411069844747306,0.0,-0.005899722127188145,-0.044315883774511455,-0.004494935588533977,-0.007142887512380014,-0.05872528601278226,-0.007604599385219402,0.12567452112930244,-0.028987536873252395,0.0033277900926749204,0.0,-0.0594705535983282,0.002181025946359938,-0.010191171006188604,-0.006417134320633622,0.0,0.008849615276982581,0.016000341346440905,-0.030420596700711733,-0.036736239825619466,-0.022691411202070855,-0.03045920748470854,-0.00870373422813131,0.0,0.011494379425735168,0.0,-0.02335066824741361,-0.015408625352845151,-0.07058788378769165,0.02197890671877545,-0.015504186535965303,0.03972153395337674,-0.011680859612756223,0.025679014417691493,-0.012843990938354644,-0.0123458358222992,-0.005000010416705614,-0.014548823159866497,-0.014891629089552882,-0.0356601803988843,0.0,-0.009058944688752124,-0.0006163328392325695,-0.033198069409595826,0.0,-0.018625180233922123,-0.05129329438755059,-0.015345569674660275
2017-03-28 19:00:00,0.012084739215071139,0.028987536873252395,0.0,-0.028001829548493173,0.0,0.01053725004449646,-0.03278982282299103,0.0,-0.007662872745568983,-0.12567452112930244,0.022298548722455624,-0.016750810424815743,0.0,0.004889985294192378,-0.07461086379117443,-0.00900327624995878,-0.006458580039412354,0.0,0.0,0.0,0.008968669982760358,0.004505961920706181,0.029081209300841904,-0.01453815844602735,0.005284028146605557,-0.07245507921542238,-0.011494379425735168,0.0,0.008128386999695536,0.0031007776782483454,0.024795250926588075,-0.006711434587987952,0.0051948168771039915,-0.011188927917806346,-0.0002611306973969718,-0.16169077210054605,0.0024360547978812264,-0.025158559636154987,-0.0025094116054260596,0.017094433359300165,0.022255100635280467,-0.009950330853167877,-0.013096538919846523,-0.0010116338748442644,-0.004944385845464083,-0.01702168756943062,0.1240526486699789,0.007204642115047122,0.0,0.01299998611293951
2017-03-29 19:00:00,-0.009352911745907022,-0.021174997136458762,0.0,-0.016360283105206985,-0.006269613013595077,0.0006022282627062836,-0.05715841383994835,-0.03278982282299081,-0.004626068388781768,0.0,0.013333530869465537,0.029952322283351318,0.0,-0.014742281737203378,0.00701757265864611,0.0025806465934916645,-0.010857869972047851,0.0,0.008771986072836913,-0.04879016416943216,-0.0193180508447639,-0.008384441249276842,-0.009600073729019387,0.006256537614305113,-0.007936549595736864,-0.017493157447517227,-0.005797117684326558,0.0,0.032281151338181324,-0.018750549345376122,0.020041312640644904,-0.020408871631206082,0.010309369658861312,0.0,-0.008260717007366303,0.0,-0.0020296333332332495,0.006349227678658753,0.011491507921253863,0.001016432410057,-0.018435094462016632,0.0,0.013096538919846523,0.006054508908706069,-0.0043464830923820585,0.02960046977629066,0.0,-0.013005963679132648,0.05129329438755059,-0.012207278976701375
2017-03-30 19:00:00,-0.010053397698172262,-0.0019474202843954291,-0.12169693497751943,-0.007242659699302489,-0.02386748140664352,-0.018717123952937342,0.007812539736793411,0.0,0.0,0.0,-0.0037914737362623185,0.00978800636616306,0.0,0.01596105093133282,0.042219618786893065,-0.010362787035546717,-0.026550232094121995,-0.010050335853501569,-0.004376374599798893,-0.016807118316381597,0.02186582292356265,0.0486667911509544,-0.0032206147000422014,-0.0020811662038244805,-0.016064602503806924,0.03468555798789019,0.005797117684326558,0.0,-0.006207344574333362,0.024923408452456997,-0.0020834787729846482,0.028791150384011033,0.04020642047804046,-0.04311012365372768,0.010087201533401036,0.0,-0.0013825074377029622,0.0,0.015771642837110633,-0.005432950545302351,-0.004892228072725047,0.02631730831737311,-0.00559181326577729,0.0030135633052643662,-0.003740652740797934,-0.0041753714104805495,0.0,0.004354143308619385,0.036813973122716226,-0.011556215475484244
2017-03-31 19:00:00,0.013080034391203199,-0.009794397592287618,0.0,-0.006250020345171414,-0.020334169505896504,-0.00640002184546784,0.015444322427473622,0.0,0.0468009934394944,0.0,-0.005714301263438415,-0.06713930283762881,0.0,-0.01596105093133282,-0.0044792908040456325,-0.006531701863215389,-0.020385756924474308,-0.006756782462879807,0.0,0.0,0.001271455988196668,-0.006188138558701706,-0.009724549891994672,0.0,0.013138679416266896,-0.04058528011507878,-0.017493157447517227,0.024815169119723812,-0.018010958076539296,-0.05372539935616305,-0.03307722043956929,-0.013445580709351646,0.0,0.02322310461101118,0.0029934297097051754,-0.0033167526259940683,-0.017071983898647503,-0.0453151962120425,-0.003919652250096384,0.0027201648870667228,-0.013423020332140823,0.0,0.01484257303792802,0.002004008686715242,0.0018720754297456565,0.008333381559144343,0.0,0.01008654084617433,-0.12838116664820676,-0.0016044929234384497
2017-04-03 19:00:00,-0.0012095556358264759,-0.0218914214818533,-0.033495954428182984,0.0,-0.01406725721143598,0.0352999232122615,0.1292117314800061,0.09531017980432477,-0.007401958295667477,0.0,0.024529531760161483,0.003466207976486224,0.0,-0.02760526609188929,0.011160830137527888,0.003924138456134152,-0.013825104991841641,0.0033840979842405527,-0.004395611473038019,-0.013652089168326498,-0.008934328733765873,-0.0024860174394616408,0.006493529310548141,-0.03822121282019797,-0.005609738231870054,0.05748709091768145,0.0,0.0,0.004638422821861887,0.028801990903706054,0.007873492825023476,0.01677891712910906,-0.04020642047804046,-0.007199455142854028,0.000519683005069993,0.009917436657346013,-0.0004968121324342434,-0.02006756305080931,0.020649342956160055,-0.009210367002955966,-0.005763704716749807,-0.0032520353863771945,0.0,0.0,0.0006232471376561577,0.004140792666031318,0.0,0.02478002899848697,-0.013793322132335861,-0.002814072208811247
2017-04-04 19:00:00,-0.005765453688573174,0.01992097749455457,0.09065436826813134,-0.00209205097222398,-0.0008336807485767039,-0.014406011443514721,-0.08793007250670204,0.0037807228399060477,0.00592594326754714,0.0,-0.00748366448717297,-0.028072018778686036,0.0,0.015151805020602538,0.012134732465994169,0.0,-0.016374634871789695,0.0,0.0,0.0017167386190539702,0.0,0.0,-0.013029500290333784,0.012903404835908017,-0.0026824050418667866,-0.06342182643749616,0.028987536873252395,-0.17062551703076334,-0.0033712632014086807,-0.00950878796902721,0.032684022918111566,-0.0016652793190612414,-0.020726130517117025,0.020029281875571847,-0.002210520372199376,0.0,0.02195369952464077,-0.013605652055778628,-0.0028894794965301784,0.012092457664558687,0.009484639242439918,0.0,0.0,-0.01920220698393571,-0.0024953225674018142,-0.042200354490376485,0.0,0.006968669316092857,-0.13353139262452257,-0.0024183808642819216
2017-04-05 19:00:00,-0.0009133810956196697,0.01176484157958635,0.0,0.011452493731787694,0.03362350357156796,0.039127694223862086,-0.011090686694158247,-0.034552381506659735,0.01756999810138371,0.06562488734979155,0.01213267332541701,0.02112754642587511,0.0,0.002503130218117988,0.018468748739507213,0.01038970384913629,-0.03357629553360475,-0.017036187152567717,0.0,0.018692133012153,0.008934328733765873,0.0012437812548704574,-0.016529301951210496,0.004264398786457679,0.0032180236942007667,0.10714463745132807,-0.005730674708985362,0.0,0.012167131428673983,0.0,0.021030407737239187,-0.011735256218420531,0.010416760858255714,-0.011396134730869534,0.017804624633506627,0.0,0.010397869039734609,0.10398971352404773,0.0033702487365596667,0.005571045049455492,0.00939552541165245,-0.01311494207782804,0.025455919993348175,0.0,0.0006244146315905752,-0.03956560020619114,0.0,0.002773926882726485,0.07637297878457405,0.04652001563489261
